datetime,feelslike,precip,cloudcover,uvindex
2020-08-21,25.0,0.0,28.1,8
2020-08-22,27.5,0.0,26.8,9
2020-08-23,27.1,0.0,22.7,9
2020-08-24,28.9,0.0,22.9,8
2020-08-25,27.7,7.647,24.5,8
2020-08-26,22.8,0.0,17.5,9
2020-08-27,26.3,9.865,53.6,9
2020-08-28,25.5,0.163,29.2,9
2020-08-29,25.1,0.21,60.0,4
2020-08-30,23.3,0.0,37.4,10
2020-08-31,21.2,0.0,36.8,6
2020-09-01,22.2,5.153,62.8,7
2020-09-02,23.6,2.764,76.4,4
2020-09-03,25.5,21.651,54.1,8
2020-09-04,25.0,0.0,21.7,9
2020-09-05,22.5,0.0,23.6,9
2020-09-06,23.1,0.0,16.0,9
2020-09-07,22.7,0.0,21.5,8
2020-09-08,23.9,0.0,33.8,8
2020-09-09,24.0,0.0,38.0,5
2020-09-10,25.5,30.354,78.4,7
2020-09-11,22.7,0.0,59.1,5
2020-09-12,19.2,0.0,56.4,8
2020-09-13,20.8,0.0,69.0,5
2020-09-14,21.9,0.0,43.0,7
2020-09-15,15.6,0.0,30.6,7
2020-09-16,18.0,0.0,36.7,7
2020-09-17,20.9,0.0,48.2,5
2020-09-18,18.9,0.0,48.1,8
2020-09-19,13.9,0.0,10.2,8
2020-09-20,13.7,0.0,12.3,8
2020-09-21,14.1,0.0,8.5,8
2020-09-22,16.2,0.0,15.7,8
2020-09-23,20.6,0.0,13.2,8
2020-09-24,20.9,0.0,24.3,5
2020-09-25,20.7,0.0,27.0,6
2020-09-26,20.8,0.0,56.7,4
2020-09-27,22.5,0.0,82.1,7
2020-09-28,22.5,1.333,56.9,7
2020-09-29,21.6,7.324,65.1,2
2020-09-30,19.0,30.077,50.2,7
2020-10-01,18.4,0.0,41.2,6
2020-10-02,15.8,1.007,65.8,6
2020-10-03,15.1,0.0,13.9,7
2020-10-04,15.0,0.0,25.0,7
2020-10-05,16.2,0.0,31.6,7
2020-10-06,17.1,0.0,25.4,7
2020-10-07,18.9,0.386,50.0,7
2020-10-08,15.3,0.0,13.1,7
2020-10-09,15.7,0.0,28.7,7
2020-10-10,18.4,0.0,32.4,4
2020-10-11,18.0,0.0,73.9,4
2020-10-12,11.8,22.166,100.0,1
2020-10-13,13.5,9.532,97.0,2
2020-10-14,15.4,0.0,7.0,7
2020-10-15,17.8,0.0,29.5,7
2020-10-16,14.1,32.349,87.4,1
2020-10-17,10.3,1.193,29.9,7
2020-10-18,12.6,0.0,36.3,5
2020-10-19,14.7,0.0,51.9,5
2020-10-20,17.5,0.115,72.9,6
2020-10-21,17.8,0.047,91.6,5
2020-10-22,19.0,0.0,89.3,1
2020-10-23,18.3,0.0,98.6,5
2020-10-24,17.3,0.0,84.6,4
2020-10-25,8.4,0.582,57.7,3
2020-10-26,12.6,0.885,100.0,2
2020-10-27,13.7,0.0,89.1,3
2020-10-28,12.7,2.864,94.2,2
2020-10-29,10.0,38.401,92.0,0
2020-10-30,2.1,17.764,86.6,2
2020-10-31,3.2,0.0,24.0,6
2020-11-01,9.3,10.312,92.5,3
2020-11-02,1.6,0.0,40.5,5
2020-11-03,6.6,0.0,52.7,3
2020-11-04,10.6,0.0,2.9,5
2020-11-05,14.7,0.0,20.9,6
2020-11-06,16.6,0.0,21.5,5
2020-11-07,18.1,0.0,15.4,5
2020-11-08,17.7,0.0,6.2,6
2020-11-09,17.3,0.0,4.8,5
2020-11-10,18.8,0.0,17.2,5
2020-11-11,19.3,18.199,82.3,1
2020-11-12,12.9,6.546,99.7,1
2020-11-13,7.8,4.651,71.8,1
2020-11-14,7.7,0.0,12.4,5
2020-11-15,10.1,2.137,61.1,4
2020-11-16,9.7,0.0,15.1,5
2020-11-17,4.2,0.0,56.4,3
2020-11-18,-3.5,0.0,24.2,5
2020-11-19,1.9,0.0,26.9,5
2020-11-20,10.8,0.0,19.7,5
2020-11-21,13.9,0.0,52.8,4
2020-11-22,8.1,0.0,99.5,1
2020-11-23,9.3,14.104,58.0,4
2020-11-24,5.1,0.0,46.4,5
2020-11-25,9.8,0.0,75.0,4
2020-11-26,15.2,19.209,74.3,2
2020-11-27,13.4,0.0,47.3,4
2020-11-28,9.6,0.0,54.9,4
2020-11-29,8.5,0.0,10.4,5
2020-11-30,13.9,27.513,86.4,0
2020-12-01,8.4,0.0,80.6,2
2020-12-02,0.3,0.0,56.6,2
2020-12-03,3.3,0.0,24.0,4
2020-12-04,7.4,2.035,92.1,1
2020-12-05,3.2,26.591,81.3,2
2020-12-06,-1.5,0.0,22.1,5
2020-12-07,-1.4,0.0,21.8,4
2020-12-08,-3.8,0.0,71.2,2
2020-12-09,-2.1,1.041,67.5,2
2020-12-10,3.7,0.0,31.7,4
2020-12-11,8.2,0.0,23.2,4
2020-12-12,10.0,0.0,61.3,1
2020-12-13,12.0,0.0,33.7,4
2020-12-14,2.5,6.552,76.5,1
2020-12-15,-2.4,0.0,22.8,4
2020-12-16,-7.9,13.852,66.5,1
2020-12-17,-7.8,16.217,67.7,4
2020-12-18,-6.7,0.0,65.6,3
2020-12-19,-4.7,0.0,25.4,4
2020-12-20,1.1,0.3,85.1,1
2020-12-21,3.7,0.0,77.6,4
2020-12-22,2.7,0.0,89.6,4
2020-12-23,2.6,0.0,26.2,4
2020-12-24,11.5,1.196,89.4,2
2020-12-25,8.1,26.669,95.9,1
2020-12-26,-7.9,0.0,38.0,4
2020-12-27,-3.0,0.0,15.6,4
2020-12-28,5.0,0.0,51.5,4
2020-12-29,-1.0,0.0,30.7,5
2020-12-30,-0.7,0.0,39.1,2
2020-12-31,4.0,13.029,84.2,2
2022-01-01,11.5,18.681,100.0,1
2022-01-02,9.4,2.223,92.4,2
2022-01-03,-6.5,0.0,67.1,1
2022-01-04,-6.7,0.0,15.7,5
2022-01-05,1.6,5.439,70.9,1
2022-01-06,-0.1,0.0,40.8,4
2022-01-07,-6.3,8.897,72.7,5
2022-01-08,-7.5,0.0,9.0,5
2022-01-09,-2.2,2.668,79.8,1
2022-01-10,-6.0,0.0,45.4,5
2022-01-11,-13.2,0.0,13.5,5
2022-01-12,-4.3,0.0,25.5,5
2022-01-13,3.1,0.0,47.9,4
2022-01-14,-1.1,0.0,40.6,4
2022-01-15,-15.3,0.0,20.4,5
2022-01-16,-12.3,5.839,57.5,4
2022-01-17,-1.0,28.313,98.7,1
2022-01-18,-4.4,0.0,53.8,5
2022-01-19,1.8,0.0,36.5,4
2022-01-20,-2.0,6.035,72.9,2
2022-01-21,-14.2,0.0,32.8,5
2022-01-22,-10.2,0.0,23.7,5
2022-01-23,-5.0,0.495,74.9,5
2022-01-24,-3.2,0.0,94.6,4
2022-01-25,-0.2,0.0,67.4,2
2022-01-26,-9.5,0.0,8.7,6
2022-01-27,-7.8,0.0,31.0,6
2022-01-28,-3.4,1.664,100.0,1
2022-01-29,-15.1,14.308,92.7,1
2022-01-30,-13.7,0.0,20.0,6
2022-01-31,-6.6,0.0,30.7,6
2022-02-01,-4.6,0.0,33.8,6
2022-02-02,2.0,0.0,92.9,4
2022-02-03,6.1,9.977,100.0,1
2022-02-04,1.2,17.974,100.0,1
2022-02-05,-10.6,0.0,56.0,6
2022-02-06,-8.5,0.0,18.6,7
2022-02-07,-1.3,2.637,99.9,1
2022-02-08,-0.1,2.073,58.1,6
2022-02-09,0.6,0.0,5.0,6
2022-02-10,6.1,0.0,37.6,6
2022-02-11,8.4,0.0,29.6,6
2022-02-12,11.2,0.0,45.1,5
2022-02-13,-3.9,4.298,99.9,1
2022-02-14,-12.5,0.0,17.3,7
2022-02-15,-9.2,0.0,4.5,7
2022-02-16,0.7,0.0,35.0,6
2022-02-17,13.6,4.452,78.5,5
2022-02-18,4.3,9.567,52.9,7
2022-02-19,-4.8,0.0,29.4,5
2022-02-20,-7.0,0.0,9.3,7
2022-02-21,3.2,0.0,11.7,7
2022-02-22,7.0,5.993,80.2,6
2022-02-23,13.3,0.0,52.7,5
2022-02-24,-4.3,0.0,69.9,3
2022-02-25,-3.7,18.964,78.9,5
2022-02-26,-5.5,0.0,31.0,7
2022-02-27,-1.2,0.0,22.2,7
2022-02-28,-4.3,0.0,22.2,8
2022-03-01,2.0,0.0,83.3,3
2022-03-02,5.8,0.0,32.3,7
2022-03-03,-0.5,0.698,41.9,8
2022-03-04,-5.5,0.0,11.2,8
2022-03-05,2.4,0.0,42.0,5
2022-03-06,12.5,1.0,76.5,4
2022-03-07,19.2,0.833,60.4,4
2022-03-08,3.0,0.0,49.0,7
2022-03-09,-0.3,13.629,88.5,1
2022-03-10,3.7,0.0,37.0,7
2022-03-11,6.5,0.0,34.7,8
2022-03-12,-2.1,10.527,95.0,2
2022-03-13,-8.0,0.0,50.7,8
2022-03-14,5.3,0.0,46.4,8
2022-03-15,11.6,0.0,40.4,8
2022-03-16,13.4,0.0,24.8,8
2022-03-17,8.3,1.932,94.2,3
2022-03-18,14.4,0.0,49.6,8
2022-03-19,14.1,1.572,74.4,6
2022-03-20,12.3,0.252,80.5,5
2022-03-21,10.0,0.0,20.3,8
2022-03-22,9.6,0.0,48.6,8
2022-03-23,3.6,0.435,57.8,7
2022-03-24,2.3,10.212,100.0,1
2022-03-25,9.8,12.056,78.2,9
2022-03-26,8.6,0.256,91.0,7
2022-03-27,0.4,0.0,72.1,5
2022-03-28,-9.5,0.0,56.4,9
2022-03-29,-6.5,0.0,49.2,8
2022-03-30,0.5,0.0,39.5,6
2022-03-31,12.7,0.0,96.8,4
2022-04-01,11.0,7.36,90.4,10
2022-04-02,4.8,0.0,55.1,9
2022-04-03,5.6,2.388,73.7,2
2022-04-04,6.2,0.0,35.3,9
2022-04-05,9.3,0.501,86.2,6
2022-04-06,6.7,12.424,99.8,3
2022-04-07,8.3,14.597,100.0,1
2022-04-08,12.8,7.406,52.9,8
2022-04-09,10.2,1.271,80.9,7
2022-04-10,5.3,0.0,88.3,6
2022-04-11,8.2,0.0,23.6,9
2022-04-12,15.3,1.53,51.0,9
2022-04-13,16.4,0.0,45.4,9
2022-04-14,18.9,1.8,49.3,9
2022-04-15,15.7,0.0,24.5,9
2022-04-16,14.9,3.676,49.3,9
2022-04-17,5.3,0.702,44.1,9
2022-04-18,5.8,3.724,45.2,8
2022-04-19,3.5,45.538,80.8,4
2022-04-20,8.6,0.0,30.0,10
2022-04-21,10.9,0.0,47.2,6
2022-04-22,16.0,0.0,18.3,10
2022-04-23,13.5,0.0,65.2,8
2022-04-24,12.8,0.0,44.7,9
2022-04-25,11.0,0.0,75.4,4
2022-04-26,12.8,0.524,99.0,3
2022-04-27,9.2,0.185,65.0,10
2022-04-28,6.6,0.0,35.9,10
2022-04-29,9.6,0.0,4.6,10
2022-04-30,12.7,0.0,4.2,10
2022-05-01,14.0,0.0,31.7,9
2022-05-02,12.2,6.659,100.0,2
2022-05-03,13.1,0.0,70.6,9
2022-05-04,13.3,2.639,93.4,6
2022-05-05,17.6,0.0,46.9,10
2022-05-06,13.5,14.433,84.8,2
2022-05-07,7.4,27.431,100.0,1
2022-05-08,9.6,0.173,84.8,7
2022-05-09,13.6,0.0,19.9,10
2022-05-10,16.1,0.0,30.0,10
2022-05-11,16.9,0.0,58.4,7
2022-05-12,18.0,0.0,57.1,8
2022-05-13,17.1,0.604,98.6,9
2022-05-14,17.9,3.109,92.2,5
2022-05-15,19.2,5.184,79.4,8
2022-05-16,20.8,5.104,64.3,7
2022-05-17,19.4,0.0,19.0,8
2022-05-18,17.6,0.0,25.9,9
2022-05-19,15.3,15.481,87.1,5
2022-05-20,16.4,9.897,72.4,7
2022-05-21,24.5,0.0,51.7,9
2022-05-22,28.0,0.0,28.8,9
2022-05-23,20.2,0.0,36.1,10
2022-05-24,17.1,0.0,88.2,7
2022-05-25,16.0,0.0,32.9,9
2022-05-26,17.0,0.0,58.9,9
2022-05-27,20.8,6.437,88.8,10
2022-05-28,20.3,14.527,78.7,9
2022-05-29,20.5,0.0,19.9,7
2022-05-30,24.0,0.0,16.7,9
2022-05-31,28.3,0.0,34.1,10
2022-06-01,17.6,16.366,91.4,7
2022-06-02,20.5,10.645,83.6,8
2022-06-03,20.6,0.0,75.4,9
2022-06-04,21.9,0.0,14.5,10
2022-06-05,20.1,0.0,19.6,10
2022-06-06,22.0,0.0,13.9,10
2022-06-07,21.1,1.168,50.3,9
2022-06-08,23.8,1.375,58.4,10
2022-06-09,23.7,15.14,68.6,7
2022-06-10,21.7,0.0,26.7,10
2022-06-11,21.6,1.587,62.7,4
2022-06-12,20.1,1.148,73.8,6
2022-06-13,25.4,0.194,57.9,8
2022-06-14,23.8,0.0,35.5,9
2022-06-15,22.7,0.0,21.3,10
2022-06-16,19.9,7.617,88.0,6
2022-06-17,25.9,0.0,56.5,10
2022-06-18,19.8,0.0,52.2,8
2022-06-19,17.9,0.0,23.8,10
2022-06-20,20.7,0.0,26.0,10
2022-06-21,21.2,1.296,54.9,7
2022-06-22,18.6,1.218,99.9,2
2022-06-23,19.6,1.672,87.1,7
2022-06-24,22.3,0.0,48.6,9
2022-06-25,26.3,0.0,14.4,10
2022-06-26,26.9,0.0,19.6,10
2022-06-27,23.3,8.238,78.0,4
2022-06-28,22.3,0.0,52.4,9
2022-06-29,23.6,0.0,23.4,10
2022-06-30,25.4,0.0,19.8,10
2022-07-01,28.7,0.0,26.0,9
2022-07-02,28.8,0.0,50.5,8
2022-07-03,26.6,0.0,47.5,10
2022-07-04,24.8,0.0,19.0,10
2022-07-05,25.0,2.064,53.1,9
2022-07-06,26.5,0.0,64.5,8
2022-07-07,24.6,0.0,75.5,8
2022-07-08,23.5,5.905,61.0,9
2022-07-09,25.0,0.0,47.1,10
2022-07-10,23.3,0.0,29.3,10
2022-07-11,23.8,0.0,16.2,10
2022-07-12,27.7,0.0,30.9,9
2022-07-13,28.2,0.0,32.3,10
2022-07-14,27.2,0.0,51.2,10
2022-07-15,25.4,0.0,60.6,10
2022-07-16,24.3,24.259,65.1,10
2022-07-17,25.6,0.441,72.9,10
2022-07-18,25.8,17.379,78.9,5
2022-07-19,28.4,0.0,29.7,10
2022-07-20,31.7,0.0,19.4,9
2022-07-21,32.0,4.605,28.8,9
2022-07-22,30.1,0.696,27.3,10
2022-07-23,30.4,0.0,17.7,10
2022-07-24,31.7,0.0,38.4,9
2022-07-25,31.5,12.851,56.6,4
2022-07-26,25.3,0.0,37.4,5
2022-07-27,25.2,0.0,33.4,9
2022-07-28,28.8,0.885,55.5,9
2022-07-29,27.2,1.735,54.9,4
2022-07-30,26.5,0.0,49.6,10
2022-07-31,25.7,0.0,31.6,9
2022-08-01,22.3,11.55,84.7,2
2022-08-02,27.8,0.0,43.6,8
2022-08-03,27.1,0.0,12.9,10
2022-08-04,30.2,0.0,25.5,10
2022-08-05,29.8,0.0,39.1,8
2022-08-06,30.4,0.0,35.9,9
2022-08-07,31.7,6.362,47.2,7
2022-08-08,32.6,0.0,42.3,10
2022-08-09,34.1,0.958,50.6,9
2022-08-10,27.5,0.0,78.6,9
2022-08-11,26.6,3.108,57.0,9
2022-08-12,25.2,0.0,43.5,10
2022-08-13,22.6,0.0,26.9,9
2022-08-14,23.2,0.0,22.1,8
2022-08-15,23.8,0.0,35.8,8
2022-08-16,23.3,0.0,31.6,9
2022-08-17,22.9,7.486,73.1,6
2022-08-18,23.5,0.0,35.8,10
2022-08-19,25.8,0.0,18.6,9
2022-08-20,27.4,0.0,36.4,9
2022-08-21,25.1,0.0,42.9,6
2022-08-22,24.1,5.239,87.8,9
2022-08-23,25.8,0.309,61.5,8
2022-08-24,26.5,0.0,21.2,9
2022-08-25,27.0,0.0,17.8,9
2022-08-26,27.9,6.708,51.5,7
2022-08-27,27.4,0.0,49.0,9
2022-08-28,24.7,0.0,81.3,6
2022-08-29,26.7,0.048,58.1,9
2022-08-30,27.5,3.389,47.0,9
2022-08-31,24.7,0.492,35.6,8
2022-09-01,24.7,0.0,5.9,9
2022-09-02,21.2,0.0,13.9,9
2022-09-03,22.6,0.0,37.7,8
2022-09-04,26.1,0.0,61.4,6
2022-09-05,26.0,0.406,68.6,8
2022-09-06,21.9,19.469,96.9,1
2022-09-07,20.4,0.048,96.3,3
2022-09-08,21.4,0.0,54.7,9
2022-09-09,21.5,0.0,8.4,8
2022-09-10,23.1,0.0,21.2,9
2022-09-11,22.0,4.555,82.9,2
2022-09-12,23.3,10.271,82.6,9
2022-09-13,24.5,25.471,77.5,5
2022-09-14,22.3,0.0,13.7,8
2022-09-15,20.8,0.0,16.0,9
2022-09-16,19.2,0.0,23.1,8
2022-09-17,20.6,0.0,57.0,8
2022-09-18,23.7,0.0,25.4,7
2022-09-19,24.1,2.94,58.0,7
2022-09-20,22.5,0.0,37.5,7
2022-09-21,21.7,0.0,18.3,8
2022-09-22,20.3,9.517,55.5,5
2022-09-23,13.7,0.0,7.1,8
2022-09-24,14.9,0.0,14.3,8
2022-09-25,18.2,24.555,71.7,5
2022-09-26,18.9,0.112,39.9,9
2022-09-27,18.0,0.0,37.0,8
2022-09-28,16.5,0.0,37.1,8
2022-09-29,15.6,0.0,25.9,8
2022-09-30,14.3,0.0,45.1,5
2022-10-01,13.9,13.321,96.9,2
2022-10-02,14.1,2.329,99.4,1
2022-10-03,9.3,11.126,97.8,1
2022-10-04,9.0,42.286,100.0,1
2022-10-05,13.4,12.129,91.9,3
2022-10-06,17.4,0.0,28.9,7
2022-10-07,19.3,0.0,37.3,7
2022-10-08,11.9,0.685,49.5,8
2022-10-09,11.5,0.0,10.6,7
2022-10-10,15.0,0.0,36.4,7
2022-10-11,15.8,0.0,1.6,6
2022-10-12,16.8,0.0,21.6,6
2022-10-13,18.2,12.179,88.3,2
2022-10-14,15.0,7.518,48.4,6
2022-10-15,15.4,0.0,9.7,5
2022-10-16,15.3,0.0,27.7,5
2022-10-17,15.7,3.77,88.7,4
2022-10-18,10.7,0.359,58.0,5
2022-10-19,7.9,0.0,24.9,4
2022-10-20,9.6,0.0,9.3,5
2022-10-21,12.5,0.0,4.7,5
2022-10-22,14.1,0.0,11.8,5
2022-10-23,14.3,0.825,88.8,2
2022-10-24,14.4,10.326,100.0,2
2022-10-25,18.1,3.487,93.9,3
2022-10-26,19.0,0.073,89.2,4
2022-10-27,15.6,0.0,5.4,6
2022-10-28,9.8,0.0,22.9,5
2022-10-29,9.8,0.0,13.4,6
2022-10-30,11.8,0.0,19.5,6
2022-10-31,14.6,0.346,65.8,4
2022-11-01,17.0,3.928,78.4,4
2022-11-02,16.9,0.0,10.6,6
2022-11-03,14.8,0.0,6.1,6
2022-11-04,15.9,0.0,31.9,6
2022-11-05,20.2,0.0,63.9,5
2022-11-06,20.9,0.067,76.7,3
2022-11-07,21.4,0.16,32.0,6
2022-11-08,10.7,0.0,13.0,6
2022-11-09,7.0,0.0,8.3,6
2022-11-10,13.4,0.0,13.2,5
2022-11-11,17.6,22.246,96.3,2
2022-11-12,19.3,1.738,76.2,6
2022-11-13,9.4,0.93,79.3,5
2022-11-14,2.0,0.0,14.6,6
2022-11-15,1.8,10.325,70.8,3
2022-11-16,4.0,9.703,85.7,5
2022-11-17,1.4,0.0,62.4,6
2022-11-18,0.4,0.0,31.2,5
2022-11-19,-1.0,0.0,8.0,5
2022-11-20,-3.3,0.0,21.7,5
2022-11-21,-2.1,0.0,8.6,5
2022-11-22,4.7,0.0,8.5,5
2022-11-23,8.0,0.0,1.7,5
2022-11-24,7.0,0.0,16.9,5
2022-11-25,8.3,0.418,70.6,2
2022-11-26,8.2,0.0,28.7,5
2022-11-27,10.6,16.722,60.0,1
2022-11-28,9.4,0.0,35.6,4
2022-11-29,3.5,0.0,52.4,2
2022-11-30,8.6,9.822,82.8,0
2022-12-01,0.1,0.0,31.1,4
2022-12-02,2.0,0.0,14.0,5
2022-12-03,11.1,11.445,79.5,0
2022-12-04,3.1,0.0,18.4,5
2022-12-05,4.2,0.0,17.4,5
2022-12-06,9.9,17.424,90.0,1
2022-12-07,13.9,10.464,95.0,1
2022-12-08,9.4,0.0,33.4,3
2022-12-09,1.1,0.0,4.7,5
2022-12-10,-1.2,0.0,40.5,5
2022-12-11,-0.6,7.271,99.8,1
2022-12-12,-2.9,0.437,70.3,4
2022-12-13,-3.2,0.0,4.4,5
2022-12-14,-2.8,0.0,19.8,5
2022-12-15,-0.4,13.371,73.3,1
2022-12-16,1.7,19.351,100.0,1
2022-12-17,1.1,0.0,69.6,4
2022-12-18,-1.5,0.0,42.8,4
2022-12-19,-3.2,0.0,28.1,5
2022-12-20,-2.2,0.0,14.7,5
2022-12-21,0.1,0.0,21.7,4
2022-12-22,1.5,5.444,77.6,1
2022-12-23,-1.1,27.647,88.9,1
2022-12-24,-20.4,0.0,25.3,4
2022-12-25,-12.7,0.0,14.2,5
2022-12-26,-9.7,0.0,29.8,5
2022-12-27,-3.9,0.0,97.4,4
2022-12-28,2.4,0.0,41.5,5
2022-12-29,5.1,0.0,26.9,4
2022-12-30,10.2,0.0,29.0,4
2022-12-31,10.4,6.9,92.5,1
2024-01-01,4.2,0.513,73.5,5
2024-01-02,-0.2,0.0,3.8,5
2024-01-03,1.0,0.0,53.2,5
2024-01-04,0.5,0.0,64.7,4
2024-01-05,-4.3,0.0,15.5,5
2024-01-06,-1.6,9.903,62.1,1
2024-01-07,-1.5,5.437,91.6,3
2024-01-08,1.7,0.0,35.9,5
2024-01-09,4.9,35.787,72.8,1
2024-01-10,8.0,13.893,93.0,3
2024-01-11,4.0,0.0,70.1,6
2024-01-12,4.7,0.233,34.3,5
2024-01-13,7.4,24.138,87.9,2
2024-01-14,-3.0,0.0,30.7,4
2024-01-15,-6.6,0.5,76.7,3
2024-01-16,-7.3,7.402,83.1,1
2024-01-17,-12.0,0.0,4.6,5
2024-01-18,-6.6,0.0,64.0,2
2024-01-19,-5.7,0.98,86.6,2
2024-01-20,-12.6,0.0,53.5,6
2024-01-21,-10.0,0.0,22.7,5
2024-01-22,-4.7,0.0,27.9,5
2024-01-23,0.6,0.914,93.4,1
2024-01-24,3.6,1.531,100.0,1
2024-01-25,11.2,6.179,99.9,2
2024-01-26,4.3,5.084,98.7,2
2024-01-27,5.7,0.0,95.5,3
2024-01-28,0.7,19.11,100.0,1
2024-01-29,-0.6,1.697,99.6,1
2024-01-30,-0.3,0.047,100.0,1
2024-01-31,1.0,0.0,99.7,1
2024-02-01,3.8,0.0,86.6,3
2024-02-02,3.5,6.458,89.5,1
2024-02-03,-0.6,0.0,35.0,6
2024-02-04,0.5,0.0,5.7,6
2024-02-05,-0.5,0.0,4.4,6
2024-02-06,-1.8,0.0,1.7,6
2024-02-07,2.4,0.0,13.6,6
2024-02-08,5.9,0.0,25.1,6
2024-02-09,7.2,0.0,36.5,6
2024-02-10,11.2,0.0,49.2,3
2024-02-11,7.0,0.0,49.6,2
2024-02-12,4.1,0.0,59.1,6
2024-02-13,-1.6,17.496,84.8,2
2024-02-14,-4.7,0.0,19.4,7
2024-02-15,-3.0,0.0,33.1,6
2024-02-16,0.0,0.0,30.0,7
2024-02-17,-3.6,5.414,81.3,6
2024-02-18,-3.5,0.0,11.5,7
2024-02-19,-0.9,0.0,3.3,7
2024-02-20,-3.0,0.0,8.5,7
2024-02-21,-0.5,0.0,75.2,3
2024-02-22,2.2,0.563,73.3,5
2024-02-23,5.9,1.636,81.0,2
2024-02-24,1.2,0.0,40.8,7
2024-02-25,-3.3,0.0,6.5,7
2024-02-26,4.6,0.252,52.7,6
2024-02-27,7.7,11.12,63.4,6
2024-02-28,12.2,5.37,99.1,2
2024-02-29,-1.8,0.0,33.7,7
2024-03-01,0.7,0.0,21.9,7
2024-03-02,7.1,31.656,99.7,1
2024-03-03,13.1,0.073,58.1,7
2024-03-04,10.1,0.0,84.1,8
2024-03-05,4.3,10.334,100.0,2
2024-03-06,8.1,28.453,99.7,1
2024-03-07,9.5,3.423,94.2,3
2024-03-08,6.4,0.0,26.4,7
2024-03-09,3.5,35.357,97.1,1
2024-03-10,3.8,3.0,93.8,4
2024-03-11,2.9,0.0,49.7,8
2024-03-12,11.2,0.0,17.3,8
2024-03-13,12.5,0.0,25.2,6
2024-03-14,13.2,0.0,26.0,8
2024-03-15,16.2,0.0,61.1,7
2024-03-16,11.3,0.0,42.3,10
2024-03-17,13.0,0.0,56.4,8
2024-03-18,5.1,0.0,79.0,8
2024-03-19,1.2,0.0,64.3,9
2024-03-20,5.4,0.412,84.3,3
2024-03-21,-2.7,0.0,19.4,9
2024-03-22,-0.7,0.0,45.3,8
2024-03-23,2.9,81.378,98.9,1
2024-03-24,-0.2,0.0,9.6,8
2024-03-25,3.1,0.0,8.4,8
2024-03-26,5.4,0.0,87.8,7
2024-03-27,7.2,0.533,99.8,3
2024-03-28,7.8,17.502,99.5,1
2024-03-29,5.7,0.0,36.2,9
2024-03-30,8.2,0.3,40.7,9
2024-03-31,11.8,0.98,41.3,9
2024-04-01,10.6,0.377,78.7,2
2024-04-02,6.8,22.207,87.9,2
2024-04-03,2.0,38.42,100.0,1
2024-04-04,3.1,5.988,95.2,9
2024-04-05,3.9,0.0,80.4,7
2024-04-06,6.2,0.0,86.1,5
2024-04-07,9.0,0.0,53.4,10
2024-04-08,12.2,0.0,30.0,10
2024-04-09,17.8,0.0,37.6,9
2024-04-10,13.6,0.0,61.8,7
2024-04-11,12.8,5.166,96.2,5
2024-04-12,15.4,8.337,85.1,6
2024-04-13,10.8,0.185,73.3,4
2024-04-14,15.0,2.12,35.1,8
2024-04-15,20.7,0.0,47.4,10
2024-04-16,16.9,0.0,10.9,9
2024-04-17,12.6,0.65,62.3,8
2024-04-18,5.8,0.386,99.6,2
2024-04-19,9.3,0.0,89.4,8
2024-04-20,13.7,1.429,76.0,10
2024-04-21,7.8,0.0,34.3,5
2024-04-22,10.0,0.0,11.3,9
2024-04-23,11.7,0.0,17.9,9
2024-04-24,15.0,0.0,62.3,10
2024-04-25,8.0,0.0,54.3,10
2024-04-26,9.9,0.0,11.5,9
2024-04-27,11.3,0.067,58.4,9
2024-04-28,17.0,0.169,74.5,9
2024-04-29,22.1,0.589,42.3,9
2024-04-30,14.4,0.378,84.5,8
2024-05-01,16.2,0.618,64.8,10
2024-05-02,17.7,0.0,56.1,9
2024-05-03,14.4,0.0,46.3,8
2024-05-04,12.6,0.0,71.9,7
2024-05-05,10.4,7.079,100.0,1
2024-05-06,16.7,0.683,81.9,7
2024-05-07,20.8,0.0,23.2,9
2024-05-08,23.4,6.073,55.3,10
2024-05-09,18.8,0.0,45.7,7
2024-05-10,11.0,6.331,99.9,2
2024-05-11,11.9,0.0,42.6,10
2024-05-12,10.7,3.938,87.5,8
2024-05-13,13.3,0.0,60.3,6
2024-05-14,17.6,0.564,58.1,7
2024-05-15,15.9,5.787,99.0,5
2024-05-16,16.5,4.818,100.0,5
2024-05-17,18.3,0.067,92.9,7
2024-05-18,17.3,1.066,68.4,7
2024-05-19,18.2,0.0,78.0,10
2024-05-20,17.4,0.0,28.7,9
2024-05-21,21.1,0.0,32.3,9
2024-05-22,23.9,0.0,21.6,9
2024-05-23,23.2,15.403,47.2,9
2024-05-24,24.4,0.0,17.4,10
2024-05-25,22.2,0.0,27.3,10
2024-05-26,22.3,0.0,66.2,10
2024-05-27,20.4,15.975,93.8,4
2024-05-28,22.5,0.0,37.0,10
2024-05-29,19.9,10.805,42.3,10
2024-05-30,18.0,5.049,72.2,10
2024-05-31,20.0,0.0,39.1,10
2024-06-01,22.4,0.0,13.2,10
2024-06-02,23.5,0.0,38.5,10
2024-06-03,25.5,0.0,62.8,10
2024-06-04,22.6,0.0,36.9,10
2024-06-05,22.0,0.0,73.2,10
2024-06-06,23.6,16.089,84.8,6
2024-06-07,23.3,0.0,52.1,10
2024-06-08,21.9,0.0,24.5,10
2024-06-09,22.0,0.0,54.7,8
2024-06-10,20.3,0.0,57.8,10
