datetime,feelslike,precip,cloudcover,uvindex
2024-06-11,19.6,0.0,70.2,8
2024-06-12,20.8,0.0,58.9,6
2024-06-13,23.6,0.0,15.7,10
2024-06-14,24.3,6.333,42.9,10
2024-06-15,22.9,0.0,23.3,10
2024-06-16,20.5,0.0,25.3,10
2024-06-17,24.0,0.0,34.7,9
2024-06-18,26.8,0.0,18.2,9
2024-06-19,26.7,0.0,32.3,9
2024-06-20,28.1,0.0,28.2,10
2024-06-21,30.2,0.0,23.9,9
2024-06-22,28.5,2.745,45.4,10
2024-06-23,29.5,0.233,52.2,6
2024-06-24,25.3,0.0,85.5,10
2024-06-25,26.0,0.0,17.6,10
2024-06-26,28.1,3.273,49.5,9
2024-06-27,23.9,6.489,55.2,10
2024-06-28,21.2,0.0,20.1,10
2024-06-29,22.8,1.313,67.8,10
2024-06-30,26.1,4.333,73.7,10
2024-07-01,22.8,0.0,30.5,10
2024-07-02,23.7,0.0,23.9,10
2024-07-03,24.0,0.0,31.6,10
2024-07-04,25.7,0.106,53.5,10
2024-07-05,28.0,3.553,68.0,10
2024-07-06,29.5,1.728,44.6,10
2024-07-07,30.4,0.0,48.6,9
2024-07-08,29.8,0.0,29.9,10
2024-07-09,30.4,0.0,33.8,9
2024-07-10,31.1,0.048,30.3,9
2024-07-11,27.9,2.036,54.7,10
2024-07-12,27.0,2.949,69.4,10
2024-07-13,26.8,45.086,57.7,8
2024-07-14,28.5,1.054,28.8,9
2024-07-15,30.7,3.187,39.6,9
2024-07-16,32.6,0.0,28.7,9
2024-07-17,29.7,20.757,45.9,9
2024-07-18,25.9,1.386,61.2,10
2024-07-19,24.3,0.0,19.1,10
2024-07-20,25.6,0.0,49.0,8
2024-07-21,26.9,0.048,65.4,10
2024-07-22,26.0,0.095,52.8,7
2024-07-23,23.7,3.915,90.8,8
2024-07-24,24.6,0.0,74.9,9
2024-07-25,26.0,0.0,46.2,7
2024-07-26,24.3,0.0,32.1,9
2024-07-27,25.2,0.0,40.9,9
2024-07-28,25.3,0.0,26.9,9
2024-07-29,25.4,1.148,67.7,10
2024-07-30,27.4,0.0,49.9,9
2024-07-31,28.3,1.064,88.7,9
2024-08-01,30.4,0.0,25.8,9
2024-08-02,31.4,13.004,39.5,10
2024-08-03,28.1,18.334,51.8,10
2024-08-04,24.6,4.539,76.8,6
2024-08-05,28.1,0.0,23.6,9
2024-08-06,28.4,37.485,67.4,9
2024-08-07,20.1,5.26,97.7,1
2024-08-08,20.0,9.487,100.0,1
2024-08-09,25.6,3.268,98.8,6
2024-08-10,26.4,0.185,41.2,9
2024-08-11,24.2,0.0,47.3,10
2024-08-12,23.0,0.067,38.8,10
2024-08-13,22.9,0.0,24.6,9
2024-08-14,24.7,0.0,25.0,9
2024-08-15,25.5,0.0,23.8,9
2024-08-16,25.7,0.0,21.0,8
2024-08-17,23.5,1.275,86.3,5
2024-08-18,23.8,29.9,91.2,9
2024-08-19,24.5,7.532,70.9,10
2024-08-20,19.6,0.0,65.0,9
2024-08-21,18.5,0.0,22.1,10
2024-08-22,20.1,0.0,32.3,9
2024-08-23,22.2,0.0,9.7,9
2024-08-24,23.7,0.0,23.0,9
2024-08-25,24.6,0.0,34.6,9
2024-08-26,24.7,2.241,40.3,9
2024-08-27,24.4,0.0,12.0,9
2024-08-28,29.0,0.128,37.3,9
2024-08-29,24.2,0.32,90.3,6
2024-08-30,20.7,7.775,97.7,4
2024-08-31,22.4,0.0,92.0,7
2024-09-01,25.1,0.0,71.2,5
2024-09-02,22.6,0.0,29.8,10
2024-09-03,18.9,0.0,11.4,9
2024-09-04,20.0,0.0,14.5,8
2024-09-05,20.3,0.0,10.5,8
2024-09-06,20.9,0.0,86.4,8
2024-09-07,20.1,5.787,89.4,7
2024-09-08,17.1,0.0,21.4,9
2024-09-09,19.1,0.0,21.8,9
2024-09-10,21.4,0.0,24.2,8
2024-09-11,20.4,0.0,17.9,8
2024-09-12,20.9,0.0,34.7,8
2024-09-13,21.8,0.0,11.0,8
2024-09-14,23.1,0.0,7.2,8
2024-09-15,22.0,0.0,27.2,8
2024-09-16,19.8,0.0,29.4,7
2024-09-17,21.5,0.0,63.2,8
2024-09-18,21.3,0.0,49.5,5
2024-09-19,23.9,0.0,42.8,7
2024-09-20,22.9,0.0,49.0,8
2024-09-21,20.9,0.0,24.2,8
2024-09-22,19.4,0.0,58.1,8
2024-09-23,17.6,0.793,89.8,4
2024-09-24,17.6,0.0,87.3,3
2024-09-25,18.2,0.0,94.2,2
2024-09-26,21.1,1.555,92.8,2
2024-09-27,20.7,3.012,93.6,4
2024-09-28,18.1,6.089,100.0,2
2024-09-29,16.6,13.63,100.0,1
2024-09-30,18.3,0.0,61.2,8
2024-10-01,17.9,0.0,53.1,5
2024-10-02,17.1,0.0,89.2,4
2024-10-03,18.7,0.0,72.0,5
2024-10-04,19.0,0.0,49.9,6
2024-10-05,19.8,0.0,34.0,7
2024-10-06,17.3,0.0,12.1,7
2024-10-07,19.6,0.067,52.9,7
2024-10-08,16.2,0.0,19.5,7
2024-10-09,16.5,0.0,56.9,7
2024-10-10,12.6,0.0,9.3,7
2024-10-11,14.1,0.0,6.0,7
2024-10-12,18.6,0.0,17.3,7
2024-10-13,16.7,0.0,53.4,6
2024-10-14,13.4,0.0,66.3,7
2024-10-15,9.6,0.0,32.1,7
2024-10-16,9.4,0.0,21.7,7
2024-10-17,10.1,0.0,15.1,7
2024-10-18,14.0,0.0,4.1,7
2024-10-19,15.3,0.0,7.4,7
2024-10-20,16.7,0.0,8.8,7
2024-10-21,19.7,0.0,2.7,6
2024-10-22,21.3,0.0,2.9,6
2024-10-23,19.4,0.0,9.2,6
2024-10-24,17.8,0.0,31.2,6
2024-10-25,12.7,0.0,12.9,6
2024-10-26,14.9,0.0,29.9,7
2024-10-27,10.3,0.0,18.8,6
2024-10-28,11.7,0.0,39.7,6
2024-10-29,14.5,0.185,83.4,9
2024-10-30,18.9,0.0,34.8,6
2024-10-31,21.6,0.0,29.4,6
2024-11-01,21.9,0.0,27.9,6
2024-11-02,13.0,0.0,12.9,6
2024-11-03,7.3,0.0,10.8,6
2024-11-04,10.5,0.0,48.0,5
2024-11-05,17.3,0.0,34.2,5
2024-11-06,22.3,0.0,48.0,5
2024-11-07,19.8,0.0,24.4,5
2024-11-08,15.0,0.0,7.4,6
2024-11-09,9.0,0.0,25.2,5
2024-11-10,11.3,1.103,48.7,4
2024-11-11,16.3,3.515,51.8,6
2024-11-12,9.3,0.0,11.5,6
2024-11-13,3.2,0.0,6.0,6
2024-11-14,3.9,0.0,28.2,4
2024-11-15,9.1,0.0,26.0,6
2024-11-16,10.8,0.0,3.3,5
2024-11-17,11.5,0.0,20.2,5
2024-11-18,14.0,0.0,21.5,5
2024-11-19,11.8,0.0,30.1,5
2024-11-20,13.3,0.0,97.4,3
2024-11-21,6.3,33.48,100.0,1
2024-11-22,0.6,14.554,100.0,2
2024-11-23,3.8,0.779,61.9,4
2024-11-24,7.5,0.0,53.6,5
2024-11-25,8.1,0.0,37.1,5
2024-11-26,12.1,5.051,74.1,2
2024-11-27,7.2,0.0,35.5,5
2024-11-28,5.7,16.637,81.9,1
2024-11-29,2.4,0.048,52.5,5
2024-11-30,-3.0,0.0,13.5,5
2024-12-01,-4.4,0.0,23.0,5
2024-12-02,-2.4,0.0,26.7,5
2024-12-03,-1.1,0.0,72.4,5
2024-12-04,-0.4,0.0,51.9,4
2024-12-05,-1.9,2.654,72.6,4
2024-12-06,-4.7,0.0,47.5,5
2024-12-07,-2.1,0.0,74.6,5
2024-12-08,6.3,0.0,52.3,5
2024-12-09,7.7,4.613,68.5,1
2024-12-10,6.5,5.985,99.9,1
2024-12-11,12.0,21.427,99.6,1
2024-12-12,-2.0,0.0,22.2,5
2024-12-13,-5.9,0.0,26.8,5
2024-12-14,-4.4,0.0,8.6,5
2024-12-15,-1.5,0.124,51.8,4
2024-12-16,5.5,22.64,100.0,1
2024-12-17,12.0,2.154,65.8,4
2024-12-18,8.3,3.26,48.0,5
2024-12-19,2.1,3.751,54.7,5
2024-12-20,-2.0,1.074,89.7,1
2024-12-21,-7.7,3.24,70.9,5
2024-12-22,-14.5,0.0,10.8,5
2024-12-23,-9.5,0.0,21.5,4
2024-12-24,-2.5,1.364,71.5,4
2024-12-25,-1.9,0.0,65.1,5
2024-12-26,-3.2,0.0,21.3,6
2024-12-27,0.9,0.0,31.6,4
2024-12-28,6.9,13.423,100.0,1
2024-12-29,12.5,3.928,92.9,3
2024-12-30,12.6,8.582,72.4,5
2024-12-31,7.6,11.338,28.7,5
